"","Date","All","Female","Male","Year","WeekNumber","Nation"
"235",2017-07-08,58752731.1972603,29727226.1863014,29025505.0109589,2017,27,"EW"
"236",2017-07-15,58759850.369863,29730624.8493151,29029225.5205479,2017,28,"EW"
"237",2017-07-22,58766969.5424658,29734023.5123288,29032946.030137,2017,29,"EW"
"238",2017-07-29,58774088.7150685,29737422.1753425,29036666.539726,2017,30,"EW"
"239",2017-08-05,58781207.8876712,29740820.8383562,29040387.0493151,2017,31,"EW"
"240",2017-08-12,58788327.060274,29744219.5013699,29044107.5589041,2017,32,"EW"
"241",2017-08-19,58795446.2328767,29747618.1643836,29047828.0684932,2017,33,"EW"
"242",2017-08-26,58802565.4054795,29751016.8273973,29051548.5780822,2017,34,"EW"
"243",2017-09-02,58809684.5780822,29754415.490411,29055269.0876712,2017,35,"EW"
"244",2017-09-09,58816803.7506849,29757814.1534247,29058989.5972603,2017,36,"EW"
"245",2017-09-16,58823922.9232877,29761212.8164384,29062710.1068493,2017,37,"EW"
"246",2017-09-23,58831042.0958904,29764611.4794521,29066430.6164384,2017,38,"EW"
"247",2017-09-30,58838161.2684932,29768010.1424658,29070151.1260274,2017,39,"EW"
"248",2017-10-07,58845280.4410959,29771408.8054795,29073871.6356164,2017,40,"EW"
"249",2017-10-14,58852399.6136986,29774807.4684932,29077592.1452055,2017,41,"EW"
"250",2017-10-21,58859518.7863014,29778206.1315068,29081312.6547945,2017,42,"EW"
"251",2017-10-28,58866637.9589041,29781604.7945205,29085033.1643836,2017,43,"EW"
"252",2017-11-04,58873757.1315069,29785003.4575342,29088753.6739726,2017,44,"EW"
"253",2017-11-11,58880876.3041096,29788402.1205479,29092474.1835616,2017,45,"EW"
"254",2017-11-18,58887995.4767123,29791800.7835616,29096194.6931507,2017,46,"EW"
"255",2017-11-25,58895114.6493151,29795199.4465753,29099915.2027397,2017,47,"EW"
"256",2017-12-02,58902233.8219178,29798598.109589,29103635.7123288,2017,48,"EW"
"257",2017-12-09,58909352.9945205,29801996.7726027,29107356.2219178,2017,49,"EW"
"258",2017-12-16,58916472.1671233,29805395.4356164,29111076.7315069,2017,50,"EW"
"259",2017-12-23,58923591.339726,29808794.0986301,29114797.2410959,2017,51,"EW"
"260",2017-12-31,58931727.5369863,29812678.2849315,29119049.2520548,2017,52,"EW"
"261",2018-01-07,58938846.709589,29816076.9479452,29122769.7616438,2018,1,"EW"
"262",2018-01-14,58945965.8821918,29819475.6109589,29126490.2712329,2018,2,"EW"
"263",2018-01-21,58953085.0547945,29822874.2739726,29130210.7808219,2018,3,"EW"
"264",2018-01-28,58960204.2273973,29826272.9369863,29133931.290411,2018,4,"EW"
"265",2018-02-04,58967323.4,29829671.6,29137651.8,2018,5,"EW"
"266",2018-02-11,58974442.5726027,29833070.2630137,29141372.309589,2018,6,"EW"
"267",2018-02-18,58981561.7452055,29836468.9260274,29145092.8191781,2018,7,"EW"
"268",2018-02-25,58988680.9178082,29839867.5890411,29148813.3287671,2018,8,"EW"
"269",2018-03-04,58995800.090411,29843266.2520548,29152533.8383562,2018,9,"EW"
"270",2018-03-11,59002919.2630137,29846664.9150685,29156254.3479452,2018,10,"EW"
"271",2018-03-18,59010038.4356164,29850063.5780822,29159974.8575342,2018,11,"EW"
"272",2018-03-25,59017157.6082192,29853462.2410959,29163695.3671233,2018,12,"EW"
"273",2018-04-01,59024276.7808219,29856860.9041096,29167415.8767123,2018,13,"EW"
"274",2018-04-08,59031395.9534247,29860259.5671233,29171136.3863014,2018,14,"EW"
"275",2018-04-15,59038515.1260274,29863658.230137,29174856.8958904,2018,15,"EW"
"276",2018-04-22,59045634.2986301,29867056.8931507,29178577.4054795,2018,16,"EW"
"277",2018-04-29,59052753.4712329,29870455.5561644,29182297.9150685,2018,17,"EW"
"278",2018-05-06,59059872.6438356,29873854.2191781,29186018.4246575,2018,18,"EW"
"279",2018-05-13,59066991.8164384,29877252.8821918,29189738.9342466,2018,19,"EW"
"280",2018-05-20,59074110.9890411,29880651.5452055,29193459.4438356,2018,20,"EW"
"281",2018-05-27,59081230.1616438,29884050.2082192,29197179.9534247,2018,21,"EW"
"282",2018-06-03,59088349.3342466,29887448.8712329,29200900.4630137,2018,22,"EW"
"283",2018-06-10,59095468.5068493,29890847.5342466,29204620.9726027,2018,23,"EW"
"284",2018-06-17,59102587.6794521,29894246.1972603,29208341.4821918,2018,24,"EW"
"285",2018-06-24,59109706.8520548,29897644.860274,29212061.9917808,2018,25,"EW"
"286",2018-07-01,59116696.7561644,29900987.5150685,29215709.2410959,2018,26,"EW"
"287",2018-07-08,59122911.0493151,29903994.1205479,29218916.9287671,2018,27,"EW"
"288",2018-07-15,59129125.3424658,29907000.7260274,29222124.6164384,2018,28,"EW"
"289",2018-07-22,59135339.6356164,29910007.3315068,29225332.3041096,2018,29,"EW"
"290",2018-07-29,59141553.9287671,29913013.9369863,29228539.9917808,2018,30,"EW"
"291",2018-08-05,59147768.2219178,29916020.5424658,29231747.6794521,2018,31,"EW"
"292",2018-08-12,59153982.5150685,29919027.1479452,29234955.3671233,2018,32,"EW"
"293",2018-08-19,59160196.8082192,29922033.7534247,29238163.0547945,2018,33,"EW"
"294",2018-08-26,59166411.1013699,29925040.3589041,29241370.7424658,2018,34,"EW"
"295",2018-09-02,59172625.3945206,29928046.9643836,29244578.430137,2018,35,"EW"
"296",2018-09-09,59178839.6876712,29931053.569863,29247786.1178082,2018,36,"EW"
"297",2018-09-16,59185053.9808219,29934060.1753425,29250993.8054795,2018,37,"EW"
"298",2018-09-23,59191268.2739726,29937066.7808219,29254201.4931507,2018,38,"EW"
"299",2018-09-30,59197482.5671233,29940073.3863014,29257409.1808219,2018,39,"EW"
"300",2018-10-07,59203696.860274,29943079.9917808,29260616.8684932,2018,40,"EW"
"301",2018-10-14,59209911.1534247,29946086.5972603,29263824.5561644,2018,41,"EW"
"302",2018-10-21,59216125.4465753,29949093.2027397,29267032.2438356,2018,42,"EW"
"303",2018-10-28,59222339.739726,29952099.8082192,29270239.9315068,2018,43,"EW"
"304",2018-11-04,59228554.0328767,29955106.4136986,29273447.6191781,2018,44,"EW"
"305",2018-11-11,59234768.3260274,29958113.0191781,29276655.3068493,2018,45,"EW"
"306",2018-11-18,59240982.6191781,29961119.6246575,29279862.9945205,2018,46,"EW"
"307",2018-11-25,59247196.9123288,29964126.230137,29283070.6821918,2018,47,"EW"
"308",2018-12-02,59253411.2054795,29967132.8356164,29286278.369863,2018,48,"EW"
"309",2018-12-09,59259625.4986301,29970139.4410959,29289486.0575342,2018,49,"EW"
"310",2018-12-16,59265839.7917808,29973146.0465753,29292693.7452055,2018,50,"EW"
"311",2018-12-23,59272054.0849315,29976152.6520548,29295901.4328767,2018,51,"EW"
"312",2018-12-31,59279156.1342466,29979588.7726027,29299567.3616438,2018,52,"EW"
"313",2019-01-07,59285370.4273973,29982595.3780822,29302775.0493151,2019,1,"EW"
"314",2019-01-14,59291584.7205479,29985601.9835616,29305982.7369863,2019,2,"EW"
"315",2019-01-21,59297799.0136986,29988608.5890411,29309190.4246575,2019,3,"EW"
"316",2019-01-28,59304013.3068493,29991615.1945205,29312398.1123288,2019,4,"EW"
"317",2019-02-04,59310227.6,29994621.8,29315605.8,2019,5,"EW"
"318",2019-02-11,59316441.8931507,29997628.4054795,29318813.4876712,2019,6,"EW"
"319",2019-02-18,59322656.1863014,30000635.0109589,29322021.1753425,2019,7,"EW"
"320",2019-02-25,59328870.4794521,30003641.6164384,29325228.8630137,2019,8,"EW"
"321",2019-03-04,59335084.7726027,30006648.2219178,29328436.5506849,2019,9,"EW"
"322",2019-03-11,59341299.0657534,30009654.8273973,29331644.2383562,2019,10,"EW"
"323",2019-03-18,59347513.3589041,30012661.4328767,29334851.9260274,2019,11,"EW"
"324",2019-03-25,59353727.6520548,30015668.0383562,29338059.6136986,2019,12,"EW"
"325",2019-04-01,59359941.9452055,30018674.6438356,29341267.3013699,2019,13,"EW"
"326",2019-04-08,59366156.2383562,30021681.2493151,29344474.9890411,2019,14,"EW"
"327",2019-04-15,59372370.5315069,30024687.8547945,29347682.6767123,2019,15,"EW"
"328",2019-04-22,59378584.8246575,30027694.460274,29350890.3643836,2019,16,"EW"
"329",2019-04-29,59384799.1178082,30030701.0657534,29354098.0520548,2019,17,"EW"
"330",2019-05-06,59391013.4109589,30033707.6712329,29357305.739726,2019,18,"EW"
"331",2019-05-13,59397227.7041096,30036714.2767123,29360513.4273973,2019,19,"EW"
"332",2019-05-20,59403441.9972603,30039720.8821918,29363721.1150685,2019,20,"EW"
"333",2019-05-27,59409656.290411,30042727.4876712,29366928.8027397,2019,21,"EW"
"334",2019-06-03,59415870.5835616,30045734.0931507,29370136.490411,2019,22,"EW"
"335",2019-06-10,59422084.8767123,30048740.6986301,29373344.1780822,2019,23,"EW"
"336",2019-06-17,59428299.169863,30051747.3041096,29376551.8657534,2019,24,"EW"
"337",2019-06-24,59434513.4630137,30054753.909589,29379759.5534247,2019,25,"EW"
"338",2019-07-01,59440604.7103825,30057648.079235,29382956.6311475,2019,26,"EW"
"339",2019-07-08,59445957.6830601,30059867.6338798,29386090.0491803,2019,27,"EW"
"340",2019-07-15,59451310.6557377,30062087.1885246,29389223.4672131,2019,28,"EW"
"341",2019-07-22,59456663.6284153,30064306.7431694,29392356.8852459,2019,29,"EW"
"342",2019-07-29,59462016.6010929,30066526.2978142,29395490.3032787,2019,30,"EW"
"343",2019-08-05,59467369.5737705,30068745.852459,29398623.7213115,2019,31,"EW"
"344",2019-08-12,59472722.5464481,30070965.4071038,29401757.1393443,2019,32,"EW"
"345",2019-08-19,59478075.5191257,30073184.9617486,29404890.557377,2019,33,"EW"
"346",2019-08-26,59483428.4918033,30075404.5163934,29408023.9754098,2019,34,"EW"
"347",2019-09-02,59488781.4644809,30077624.0710382,29411157.3934426,2019,35,"EW"
"348",2019-09-09,59494134.4371585,30079843.6256831,29414290.8114754,2019,36,"EW"
"349",2019-09-16,59499487.4098361,30082063.1803279,29417424.2295082,2019,37,"EW"
"350",2019-09-23,59504840.3825137,30084282.7349727,29420557.647541,2019,38,"EW"
"351",2019-09-30,59510193.3551913,30086502.2896175,29423691.0655738,2019,39,"EW"
"352",2019-10-07,59515546.3278688,30088721.8442623,29426824.4836066,2019,40,"EW"
"353",2019-10-14,59520899.3005464,30090941.3989071,29429957.9016393,2019,41,"EW"
"354",2019-10-21,59526252.273224,30093160.9535519,29433091.3196721,2019,42,"EW"
"355",2019-10-28,59531605.2459016,30095380.5081967,29436224.7377049,2019,43,"EW"
"356",2019-11-04,59536958.2185792,30097600.0628415,29439358.1557377,2019,44,"EW"
"357",2019-11-11,59542311.1912568,30099819.6174863,29442491.5737705,2019,45,"EW"
"358",2019-11-18,59547664.1639344,30102039.1721311,29445624.9918033,2019,46,"EW"
"359",2019-11-25,59553017.136612,30104258.726776,29448758.4098361,2019,47,"EW"
"360",2019-12-02,59558370.1092896,30106478.2814208,29451891.8278689,2019,48,"EW"
"361",2019-12-09,59563723.0819672,30108697.8360656,29455025.2459016,2019,49,"EW"
"362",2019-12-16,59569076.0546448,30110917.3907104,29458158.6639344,2019,50,"EW"
"363",2019-12-23,59574429.0273224,30113136.9453552,29461292.0819672,2019,51,"EW"
"364",2019-12-31,59580546.7103825,30115673.579235,29464873.1311475,2019,52,"EW"
"365",2020-01-07,59585899.6830601,30117893.1338798,29468006.5491803,2020,1,"EW"
"366",2020-01-14,59591252.6557377,30120112.6885246,29471139.9672131,2020,2,"EW"
"367",2020-01-21,59596605.6284153,30122332.2431694,29474273.3852459,2020,3,"EW"
"368",2020-01-28,59601958.6010929,30124551.7978142,29477406.8032787,2020,4,"EW"
"369",2020-02-04,59607311.5737705,30126771.352459,29480540.2213115,2020,5,"EW"
"370",2020-02-11,59612664.5464481,30128990.9071038,29483673.6393443,2020,6,"EW"
"371",2020-02-18,59618017.5191257,30131210.4617486,29486807.057377,2020,7,"EW"
"372",2020-02-25,59623370.4918033,30133430.0163934,29489940.4754098,2020,8,"EW"
"373",2020-03-03,59628723.4644809,30135649.5710382,29493073.8934426,2020,9,"EW"
"374",2020-03-10,59634076.4371585,30137869.1256831,29496207.3114754,2020,10,"EW"
"375",2020-03-17,59639429.4098361,30140088.6803279,29499340.7295082,2020,11,"EW"
"376",2020-03-24,59644782.3825137,30142308.2349727,29502474.147541,2020,12,"EW"
"377",2020-03-31,59650135.3551913,30144527.7896175,29505607.5655738,2020,13,"EW"
"378",2020-04-07,59655488.3278688,30146747.3442623,29508740.9836066,2020,14,"EW"
"379",2020-04-14,59660841.3005464,30148966.8989071,29511874.4016393,2020,15,"EW"
"380",2020-04-21,59666194.273224,30151186.4535519,29515007.8196721,2020,16,"EW"
"381",2020-04-28,59671547.2459016,30153406.0081967,29518141.2377049,2020,17,"EW"
"382",2020-05-05,59676900.2185792,30155625.5628415,29521274.6557377,2020,18,"EW"
"383",2020-05-12,59682253.1912568,30157845.1174863,29524408.0737705,2020,19,"EW"
"384",2020-05-19,59687606.1639344,30160064.6721311,29527541.4918033,2020,20,"EW"
"385",2020-05-26,59692959.136612,30162284.226776,29530674.9098361,2020,21,"EW"
"386",2020-06-02,59698312.1092896,30164503.7814208,29533808.3278689,2020,22,"EW"
"387",2020-06-09,59703665.0819672,30166723.3360656,29536941.7459016,2020,23,"EW"
"388",2020-06-16,59709018.0546448,30168942.8907104,29540075.1639344,2020,24,"EW"
"389",2020-06-23,59714371.0273224,30171162.4453552,29543208.5819672,2020,25,"EW"
"390",2020-06-30,59719724,30173382,29546342,2020,26,"EW"
"391",2020-07-07,59718230.1232877,30178490.3890411,29539739.7342466,2020,27,"EW"
"392",2020-07-14,59716736.2465753,30183598.7780822,29533137.4684932,2020,28,"EW"
"393",2020-07-21,59715242.369863,30188707.1671233,29526535.2027397,2020,29,"EW"
"394",2020-07-28,59713748.4931507,30193815.5561644,29519932.9369863,2020,30,"EW"
"395",2020-08-04,59712254.6164384,30198923.9452055,29513330.6712329,2020,31,"EW"
"396",2020-08-11,59710760.739726,30204032.3342466,29506728.4054795,2020,32,"EW"
"397",2020-08-18,59709266.8630137,30209140.7232877,29500126.139726,2020,33,"EW"
"398",2020-08-25,59707772.9863014,30214249.1123288,29493523.8739726,2020,34,"EW"
"399",2020-09-01,59706279.109589,30219357.5013699,29486921.6082192,2020,35,"EW"
"400",2020-09-08,59704785.2328767,30224465.890411,29480319.3424658,2020,36,"EW"
"401",2020-09-15,59703291.3561644,30229574.2794521,29473717.0767123,2020,37,"EW"
"402",2020-09-22,59701797.4794521,30234682.6684932,29467114.8109589,2020,38,"EW"
"403",2020-09-29,59700303.6027397,30239791.0575342,29460512.5452055,2020,39,"EW"
"404",2020-10-06,59698809.7260274,30244899.4465753,29453910.2794521,2020,40,"EW"
"405",2020-10-13,59697315.8493151,30250007.8356164,29447308.0136986,2020,41,"EW"
"406",2020-10-20,59695821.9726027,30255116.2246575,29440705.7479452,2020,42,"EW"
"407",2020-10-27,59694328.0958904,30260224.6136986,29434103.4821918,2020,43,"EW"
"408",2020-11-03,59692834.2191781,30265333.0027397,29427501.2164384,2020,44,"EW"
"409",2020-11-10,59691340.3424658,30270441.3917808,29420898.9506849,2020,45,"EW"
"410",2020-11-17,59689846.4657534,30275549.7808219,29414296.6849315,2020,46,"EW"
"411",2020-11-24,59688352.5890411,30280658.169863,29407694.4191781,2020,47,"EW"
"412",2020-12-01,59686858.7123288,30285766.5589041,29401092.1534247,2020,48,"EW"
"413",2020-12-08,59685364.8356164,30290874.9479452,29394489.8876712,2020,49,"EW"
"414",2020-12-15,59683870.9589041,30295983.3369863,29387887.6219178,2020,50,"EW"
"415",2020-12-22,59682377.0821918,30301091.7260274,29381285.3561644,2020,51,"EW"
"416",2020-12-30,59680669.7945205,30306929.8849315,29373739.909589,2020,52,"EW"
"417",2021-01-07,59678962.5068493,30312768.0438356,29366194.4630137,2021,1,"EW"
"418",2021-01-14,59677468.630137,30317876.4328767,29359592.1972603,2021,2,"EW"
"419",2021-01-21,59675974.7534247,30322984.8219178,29352989.9315068,2021,3,"EW"
"420",2021-01-28,59674480.8767123,30328093.2109589,29346387.6657534,2021,4,"EW"
"421",2021-02-04,59672987,30333201.6,29339785.4,2021,5,"EW"
"422",2021-02-11,59671493.1232877,30338309.9890411,29333183.1342466,2021,6,"EW"
"423",2021-02-18,59669999.2465753,30343418.3780822,29326580.8684932,2021,7,"EW"
"424",2021-02-25,59668505.369863,30348526.7671233,29319978.6027397,2021,8,"EW"
"425",2021-03-04,59667011.4931507,30353635.1561644,29313376.3369863,2021,9,"EW"
"426",2021-03-11,59665517.6164384,30358743.5452055,29306774.0712329,2021,10,"EW"
"427",2021-03-18,59664023.739726,30363851.9342466,29300171.8054795,2021,11,"EW"
"428",2021-03-25,59662529.8630137,30368960.3232877,29293569.539726,2021,12,"EW"
"429",2021-04-01,59661035.9863014,30374068.7123288,29286967.2739726,2021,13,"EW"
"430",2021-04-08,59659542.109589,30379177.1013699,29280365.0082192,2021,14,"EW"
"431",2021-04-15,59658048.2328767,30384285.490411,29273762.7424658,2021,15,"EW"
"432",2021-04-22,59656554.3561644,30389393.8794521,29267160.4767123,2021,16,"EW"
"433",2021-04-29,59655060.4794521,30394502.2684931,29260558.2109589,2021,17,"EW"
"434",2021-05-06,59653566.6027397,30399610.6575342,29253955.9452055,2021,18,"EW"
"435",2021-05-13,59652072.7260274,30404719.0465753,29247353.6794521,2021,19,"EW"
"436",2021-05-20,59650578.8493151,30409827.4356164,29240751.4136986,2021,20,"EW"
"437",2021-05-27,59649084.9726027,30414935.8246575,29234149.1479452,2021,21,"EW"
"438",2021-06-03,59647591.0958904,30420044.2136986,29227546.8821918,2021,22,"EW"
"439",2021-06-10,59646097.2191781,30425152.6027397,29220944.6164384,2021,23,"EW"
"440",2021-06-17,59644603.3424658,30430260.9917808,29214342.3506849,2021,24,"EW"
"441",2021-06-24,59643109.4657534,30435369.3808219,29207740.0849315,2021,25,"EW"
"442",2021-07-01,59643462.4493151,30440515.4410959,29202947.0082192,2021,26,"EW"
"443",2021-07-08,59654896.5945205,30445887.5287671,29209009.0657534,2021,27,"EW"
"444",2021-07-15,59666330.739726,30451259.6164384,29215071.1232877,2021,28,"EW"
"445",2021-07-22,59677764.8849315,30456631.7041096,29221133.1808219,2021,29,"EW"
"446",2021-07-29,59689199.030137,30462003.7917808,29227195.2383562,2021,30,"EW"
"447",2021-08-05,59700633.1753425,30467375.8794521,29233257.2958904,2021,31,"EW"
"448",2021-08-12,59712067.3205479,30472747.9671233,29239319.3534247,2021,32,"EW"
"449",2021-08-19,59723501.4657534,30478120.0547945,29245381.4109589,2021,33,"EW"
"450",2021-08-26,59734935.6109589,30483492.1424658,29251443.4684932,2021,34,"EW"
"451",2021-09-02,59746369.7561644,30488864.230137,29257505.5260274,2021,35,"EW"
"452",2021-09-09,59757803.9013699,30494236.3178082,29263567.5835616,2021,36,"EW"
"453",2021-09-16,59769238.0465753,30499608.4054795,29269629.6410959,2021,37,"EW"
"454",2021-09-23,59780672.1917808,30504980.4931507,29275691.6986301,2021,38,"EW"
"455",2021-09-30,59792106.3369863,30510352.5808219,29281753.7561644,2021,39,"EW"
"456",2021-10-07,59803540.4821918,30515724.6684932,29287815.8136986,2021,40,"EW"
"457",2021-10-14,59814974.6273973,30521096.7561644,29293877.8712329,2021,41,"EW"
"458",2021-10-21,59826408.7726027,30526468.8438356,29299939.9287671,2021,42,"EW"
"459",2021-10-28,59837842.9178082,30531840.9315068,29306001.9863014,2021,43,"EW"
"460",2021-11-04,59849277.0630137,30537213.0191781,29312064.0438356,2021,44,"EW"
"461",2021-11-11,59860711.2082192,30542585.1068493,29318126.1013699,2021,45,"EW"
"462",2021-11-18,59872145.3534247,30547957.1945205,29324188.1589041,2021,46,"EW"
"463",2021-11-25,59883579.4986301,30553329.2821918,29330250.2164384,2021,47,"EW"
"464",2021-12-02,59895013.6438356,30558701.369863,29336312.2739726,2021,48,"EW"
"465",2021-12-09,59906447.7890411,30564073.4575342,29342374.3315068,2021,49,"EW"
"466",2021-12-16,59917881.9342466,30569445.5452055,29348436.3890411,2021,50,"EW"
"467",2021-12-23,59929316.0794521,30574817.6328767,29354498.4465753,2021,51,"EW"
"468",2021-12-31,59942383.6739726,30580957.1616438,29361426.5123288,2021,52,"EW"
